SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1457539,307992,Consumer loans,,113215.5,113215.5,0,113215.5,SUNDAY,12,Y,1,0,,,XAP,Unused offer,-520,Cash through the bank,CLIENT,,New,Computers,XNA,XNA,Country-wide,25,Connectivity,,XNA,POS mobile with interest,,,,,,
1077629,203467,Cash loans,46345.32,1012500,1115410.5,,1012500,THURSDAY,10,Y,1,,,,XNA,Approved,-974,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,42,middle,Cash X-Sell: middle,365243,-944,286,-554,-551,1
2289239,444025,Cash loans,,0,0,,,FRIDAY,14,Y,1,,,,XNA,Refused,-308,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1196771,127624,Cash loans,49186.8,1170000,1170000,,1170000,FRIDAY,17,Y,1,,,,XNA,Refused,-358,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,middle,Cash X-Sell: middle,,,,,,
2603082,223550,Cash loans,,0,0,,,SATURDAY,17,Y,1,,,,XNA,Canceled,-354,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1247611,119539,Cash loans,19011.6,405000,405000,,405000,FRIDAY,11,Y,1,,,,XNA,Refused,-147,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,middle,Cash X-Sell: middle,,,,,,
1826549,141689,Cash loans,,0,0,,,WEDNESDAY,15,Y,1,,,,XNA,Canceled,-197,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1067163,422466,Cash loans,43067.475,630000,673245,,630000,TUESDAY,13,Y,1,,,,XNA,Refused,-500,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,,,,,,
1655160,255798,Cash loans,,0,0,,,FRIDAY,12,Y,1,,,,XNA,Canceled,-261,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2743878,178345,Cash loans,,0,0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-248,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1015452,272179,Cash loans,,0,0,,,FRIDAY,14,Y,1,,,,XNA,Canceled,-60,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1729112,365261,Cash loans,10855.305,270000,328450.5,,270000,SATURDAY,9,Y,1,,,,XNA,Refused,-208,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,,,,,,
1192792,445331,Cash loans,52507.8,886500,937989,,886500,TUESDAY,13,Y,1,,,,XNA,Refused,-422,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_normal,Cash X-Sell: low,,,,,,
2603295,217812,Cash loans,,0,0,,,FRIDAY,16,Y,1,,,,XNA,Canceled,-200,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2086496,434442,Cash loans,,0,0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-469,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2577530,427367,Cash loans,,0,0,,,TUESDAY,10,Y,1,,,,XNA,Canceled,-128,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1168659,101529,Cash loans,,0,0,,,TUESDAY,11,Y,1,,,,XNA,Refused,-115,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2686051,101529,Cash loans,,0,0,,,TUESDAY,9,Y,1,,,,XNA,Canceled,-164,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2640293,264510,Revolving loans,,0,0,,,MONDAY,10,Y,1,,,,XAP,Refused,-238,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1070086,348624,Cash loans,24394.005,468000,523597.5,,468000,THURSDAY,12,Y,1,,,,XNA,Refused,-48,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,,,,,,
2545472,326635,Cash loans,56548.62,1800000,2013840,,1800000,FRIDAY,11,Y,1,,,,XNA,Refused,-581,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_normal,Cash X-Sell: low,,,,,,
1246266,153017,Cash loans,,0,0,,,TUESDAY,13,Y,1,,,,XNA,Canceled,-88,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1181698,115097,Consumer loans,9874.845,103455,54459,51727.5,103455,SUNDAY,14,Y,1,0.53053778,,,XAP,Approved,-220,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,70,Consumer electronics,6,low_normal,POS household with interest,365243,-189,-39,-159,-157,0
2567926,186632,Consumer loans,8418.96,186880.5,186880.5,0,186880.5,MONDAY,16,Y,1,0,,,XAP,Approved,-517,Cash through the bank,XAP,,Refreshed,Medicine,POS,XNA,Stone,100,Industry,24,low_action,POS industry without interest,365243,-480,210,365243,365243,0
1232481,292407,Consumer loans,10014.345,86989.5,91039.5,0,86989.5,FRIDAY,15,Y,1,0,,,XAP,Approved,-269,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,140,Consumer electronics,10,low_normal,POS household with interest,365243,-239,31,365243,365243,1
1418540,303722,Cash loans,6311.25,67500,67500,,67500,FRIDAY,12,Y,1,,,,XNA,Approved,-197,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,low_normal,Cash X-Sell: low,365243,-167,163,365243,365243,0
1494675,380561,Consumer loans,9095.31,56340,44959.5,13500,56340,SATURDAY,10,Y,1,0.251502789,,,XAP,Approved,-2152,XNA,XAP,Family,Repeater,Mobile,POS,XNA,Stone,30,Connectivity,6,high,POS mobile with interest,365243,-2118,-1968,-2028,-2025,0
2449093,311178,Cash loans,,0,0,,,SATURDAY,12,Y,1,,,,XNA,Refused,-273,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1343409,160671,Cash loans,,0,0,,,TUESDAY,11,Y,1,,,,XNA,Canceled,-345,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2559699,188312,Cash loans,8970.39,90000,95940,,90000,SATURDAY,10,Y,1,,,,XNA,Approved,-191,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,low_normal,Cash X-Sell: low,365243,-161,169,365243,365243,1
1146680,293304,Cash loans,,0,0,,,SATURDAY,12,Y,1,,,,XNA,Canceled,-367,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2608217,268456,Cash loans,,0,0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-385,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2740457,367231,Cash loans,,0,0,,,SUNDAY,10,Y,1,,,,XNA,Canceled,-314,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2822378,276770,Consumer loans,1542.06,22815,20533.5,2281.5,22815,FRIDAY,15,Y,1,0.108909091,,,XAP,Approved,-2254,Cash through the bank,XAP,,New,Sport and Leisure,POS,XNA,Stone,5,Industry,24,low_normal,POS other with interest,365243,-2202,-1512,-1512,-1510,0
2833823,106086,Consumer loans,6232.725,58050,52245,5805,58050,FRIDAY,12,Y,1,0.108909091,,,XAP,Approved,-1555,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,135,Furniture,10,middle,POS industry with interest,365243,-1524,-1254,-1254,-1252,0
2147401,202386,Cash loans,,0,0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-26,XNA,XAP,,Repeater,XNA,XNA,XNA,Channel of corporate sales,-1,XNA,,XNA,Cash,,,,,,
2178955,269861,Consumer loans,6907.32,50661,57609,5067,50661,TUESDAY,18,Y,1,0.088046838,,,XAP,Approved,-1435,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,15,Connectivity,12,high,POS mobile with interest,365243,-1394,-1064,-1064,-1058,0
1845061,262439,Consumer loans,10971.135,119774.655,119772,2.655,119774.655,TUESDAY,19,Y,1,2.41E-05,,,XAP,Approved,-1384,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,2000,Consumer electronics,12,low_action,POS household without interest,365243,-1353,-1023,-1023,-1015,0
1326748,436731,Consumer loans,3360.555,32985,29700,3285,32985,WEDNESDAY,16,Y,1,0.108463351,,,XAP,Approved,-778,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12,high,POS mobile with interest,365243,-741,-411,-651,-648,0
2255346,135347,Consumer loans,12037.59,89100,97920,0,89100,WEDNESDAY,11,Y,1,0,,,XAP,Refused,-1661,Cash through the bank,HC,Family,Repeater,Furniture,POS,XNA,Stone,70,Furniture,12,high,POS industry with interest,,,,,,
1897668,205582,Revolving loans,2250,45000,45000,,45000,MONDAY,16,Y,1,,,,XAP,Approved,-234,XNA,XAP,Family,New,XNA,Cards,walk-in,Country-wide,3000,Consumer electronics,0,XNA,Card Street,365243,365243,365243,365243,365243,0
2741832,346883,Consumer loans,5202.855,37305,32805,4500,37305,MONDAY,18,Y,1,0.131374054,,,XAP,Approved,-2904,XNA,XAP,,New,Mobile,POS,XNA,Stone,30,Connectivity,8,high,POS mobile with interest,365243,-2869,-2659,-2659,-2653,0
1103699,179380,Consumer loans,4565.025,32895,35608.5,0,32895,THURSDAY,9,Y,1,0,,,XAP,Approved,-1182,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,230,Consumer electronics,10,high,POS household with interest,365243,-1151,-881,-881,-878,0
1561600,406839,Cash loans,12085.965,94500,100737,,94500,THURSDAY,14,Y,1,,,,XNA,Approved,-1013,Cash through the bank,XAP,Children,New,XNA,Cash,walk-in,Country-wide,25,Connectivity,12,high,Cash Street: high,365243,-983,-653,-713,-709,1
1897671,216158,Consumer loans,8191.485,76275,101682,0,76275,FRIDAY,13,Y,1,0,,,XAP,Approved,-554,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,1500,Consumer electronics,18,high,POS household with interest,365243,-523,-13,-13,-6,0
1975174,276237,Revolving loans,22500,0,450000,,,TUESDAY,13,Y,1,,,,XAP,Approved,-510,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,1500,Consumer electronics,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
2438787,253721,Consumer loans,17278.605,107991,97191,10800,107991,SUNDAY,18,Y,1,0.108918167,,,XAP,Approved,-838,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,2708,Consumer electronics,6,low_normal,POS household with interest,365243,-805,-655,-805,-795,0
1375746,227908,Revolving loans,2250,0,45000,,,SATURDAY,19,Y,1,,,,XAP,Refused,-672,XNA,HC,,Repeater,XNA,Cards,x-sell,Country-wide,2708,Consumer electronics,0,XNA,Card X-Sell,,,,,,
2241359,127285,Consumer loans,8586.18,48600,48600,0,48600,WEDNESDAY,9,Y,1,0,,,XAP,Approved,-495,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,55,Consumer electronics,6,low_normal,POS household with interest,365243,-464,-314,-314,-309,0
1003555,195690,Cash loans,24703.335,337500,422496,,337500,MONDAY,15,Y,1,,,,XNA,Approved,-850,Cash through the bank,XAP,Children,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-820,-130,-760,-753,1
2021594,131649,Cash loans,,0,0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-359,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2487787,419090,Consumer loans,7452.945,113733,113733,0,113733,WEDNESDAY,14,Y,1,0,,,XAP,Approved,-819,Cash through the bank,XAP,Unaccompanied,New,Homewares,POS,XNA,Country-wide,172,Construction,18,low_normal,POS other with interest,365243,-787,-277,-547,-542,0
1642964,248217,Consumer loans,18553.725,180000,194031,4500,180000,WEDNESDAY,12,Y,1,0.024685863,,,XAP,Approved,-16,Cash through the bank,XAP,"Spouse, partner",Repeater,Clothing and Accessories,POS,XNA,Stone,70,Clothing,12,low_normal,POS industry with interest,365243,365243,344,365243,365243,1
2783413,269324,Consumer loans,5775.615,128205,128205,0,128205,SUNDAY,20,Y,1,0,,,XAP,Approved,-991,Cash through the bank,XAP,"Spouse, partner",Repeater,Gardening,POS,XNA,Country-wide,4000000,Furniture,24,low_action,POS industry without interest,365243,-960,-270,-360,-354,0
1763186,393157,Consumer loans,,62860.5,62860.5,0,62860.5,FRIDAY,15,Y,1,0,,,XAP,Unused offer,-518,Cash through the bank,CLIENT,,Repeater,Computers,XNA,XNA,Country-wide,30,Connectivity,,XNA,POS mobile with interest,,,,,,
1892110,372945,Consumer loans,12607.695,75640.095,68076,7564.095,75640.095,TUESDAY,10,Y,1,0.108910322,,,XAP,Refused,-2654,Cash through the bank,SCO,Family,Repeater,XNA,POS,XNA,Country-wide,2028,Consumer electronics,6,middle,POS household without interest,,,,,,
1811616,227148,Consumer loans,4932.045,34676.595,37534.5,4.095,34676.595,SATURDAY,16,Y,1,0.000118806,,,XAP,Approved,-2747,Cash through the bank,XAP,Family,New,Photo / Cinema Equipment,POS,XNA,Country-wide,2028,Consumer electronics,10,high,POS household with interest,365243,-2716,-2446,-2446,-2438,1
2354441,332724,Consumer loans,8712.99,80091,88546.5,0,80091,SUNDAY,15,Y,1,0,,,XAP,Approved,-1185,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,40,Consumer electronics,12,middle,POS household with interest,365243,-1154,-824,-824,-820,0
2784652,123951,Consumer loans,2802.735,24327,24016.5,2475,24327,TUESDAY,5,Y,1,0.101749618,,,XAP,Approved,-2354,Cash through the bank,XAP,Children,Repeater,Mobile,POS,XNA,Stone,13,Construction,12,high,POS industry with interest,365243,-2321,-1991,-1991,-1978,1
1521768,335217,Consumer loans,10216.8,49455,52542,4945.5,49455,SATURDAY,11,Y,1,0.093691656,,,XAP,Approved,-671,XNA,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,53,Connectivity,6,high,POS mobile with interest,365243,-639,-489,-549,-544,0
2285261,229210,Consumer loans,20050.11,97510.5,97510.5,0,97510.5,SUNDAY,15,Y,1,0,,,XAP,Refused,-103,XNA,HC,,Repeater,Mobile,POS,XNA,Country-wide,53,Connectivity,6,high,POS mobile with interest,,,,,,
1723023,337203,Revolving loans,2250,45000,45000,,45000,WEDNESDAY,10,Y,1,,,,XAP,Approved,-160,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Regional / Local,145,Consumer electronics,0,XNA,Card Street,365243,365243,365243,365243,365243,0
2180632,217192,Consumer loans,8530.695,93150,93150,0,93150,TUESDAY,15,Y,1,0,,,XAP,Approved,-772,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Regional / Local,145,Consumer electronics,12,low_action,POS household without interest,365243,-738,-408,-648,-641,0
1600240,342072,Consumer loans,5045.715,42255,41494.5,4500,42255,SUNDAY,12,Y,1,0.106554242,,,XAP,Approved,-1646,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,63,Connectivity,12,high,POS mobile with interest,365243,-1612,-1282,-1282,-1275,0
1330119,272520,Consumer loans,11493.99,51210,55264.5,0,51210,SATURDAY,19,Y,1,0,,,XAP,Approved,-157,Cash through the bank,XAP,Other_B,Repeater,Mobile,POS,XNA,Country-wide,120,Connectivity,6,high,POS mobile with interest,365243,-127,23,-7,-2,1
1979918,246553,Consumer loans,2430.99,20205,22783.5,2020.5,20205,TUESDAY,13,Y,1,0.08871586,,,XAP,Refused,-978,Cash through the bank,LIMIT,Children,Repeater,Consumer Electronics,POS,XNA,Country-wide,300,Consumer electronics,12,middle,POS household with interest,,,,,,
1816824,173254,Consumer loans,3166.74,30082.5,30082.5,0,30082.5,TUESDAY,8,Y,1,0,,,XAP,Approved,-66,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,5,Construction,12,middle,POS industry with interest,365243,-36,294,365243,365243,0
1515456,111817,Consumer loans,7646.04,67318.65,67318.65,0,67318.65,SATURDAY,12,Y,1,0,,,XAP,Approved,-301,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,115,Connectivity,10,low_normal,POS mobile without interest,365243,-267,3,-267,-258,0
2723301,258384,Consumer loans,9147.105,51471,47376,6750,51471,FRIDAY,19,Y,1,0.135819452,,,XAP,Refused,-389,Cash through the bank,LIMIT,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,3000,Consumer electronics,6,middle,POS household with interest,,,,,,
1665343,110713,Consumer loans,17769.735,143487,175549.5,0,143487,TUESDAY,13,Y,1,0,,,XAP,Approved,-1092,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,3000,Consumer electronics,12,middle,POS household with interest,365243,-1061,-731,-731,-722,0
1744003,351953,Consumer loans,23829.84,120577.5,126945,0,120577.5,SATURDAY,17,Y,1,0,,,XAP,Approved,-634,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,3000,Consumer electronics,6,middle,POS household with interest,365243,-603,-453,-453,-451,0
1638914,262912,Consumer loans,9042.21,92601,81882,18540,92601,WEDNESDAY,14,Y,1,0.201068944,,,XAP,Approved,-507,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,92,Connectivity,12,high,POS mobile with interest,365243,-469,-139,-289,-279,0
1041414,107678,Consumer loans,,24480,24480,0,24480,SUNDAY,12,Y,1,0,,,XAP,Refused,-1252,Cash through the bank,LIMIT,,Repeater,Mobile,XNA,XNA,Country-wide,92,Connectivity,,XNA,POS mobile with interest,,,,,,
2626990,275776,Consumer loans,17509.185,73872,65223,14778,73872,MONDAY,14,Y,1,0.201179803,,,XAP,Approved,-1018,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,-1,Connectivity,4,middle,POS mobile without interest,365243,-986,-896,-896,-892,0
1382147,336630,Cash loans,10061.91,112500,127350,,112500,MONDAY,13,Y,1,,,,Other,Approved,-631,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,24,high,Cash Street: high,,,,,,
2836013,347427,Consumer loans,13333.815,295650,295650,0,295650,THURSDAY,12,Y,1,0,,,XAP,Approved,-1511,Cash through the bank,XAP,Unaccompanied,Refreshed,Audio/Video,POS,XNA,Stone,246,Consumer electronics,24,low_action,POS household without interest,365243,-1480,-790,-790,-780,0
2542872,230939,Consumer loans,12792.465,61650,64701,0,61650,FRIDAY,10,Y,1,0,,,XAP,Approved,-1628,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,284,Consumer electronics,6,high,POS household with interest,365243,-1596,-1446,-1476,-1464,0
1856964,148833,Consumer loans,3476.16,34200,31950,5130,34200,SUNDAY,12,Y,1,0.150675199,,,XAP,Approved,-2075,XNA,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,284,Consumer electronics,12,high,POS household with interest,365243,-2044,-1714,-1714,-1711,0
1701553,218487,Consumer loans,7300.755,29988,35509.5,0,29988,FRIDAY,16,Y,1,0,,,XAP,Approved,-1240,Cash through the bank,XAP,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Country-wide,15,Connectivity,6,high,POS mobile with interest,365243,-1209,-1059,-1059,-1055,0
1169188,418859,Consumer loans,3181.41,22405.5,24624,0,22405.5,FRIDAY,8,Y,1,0,,,XAP,Approved,-1068,XNA,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,18,Connectivity,12,high,POS mobile with interest,365243,-1037,-707,-707,-702,0
2345630,382118,Consumer loans,5469.3,60610.5,53307,12105,60610.5,TUESDAY,14,Y,1,0.201544754,,,XAP,Approved,-1312,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,30,Connectivity,12,middle,POS mobile with interest,365243,-1278,-948,-948,-943,0
1756835,405785,Consumer loans,6686.145,51700.5,50121,5400,51700.5,TUESDAY,15,Y,1,0.105925522,,,XAP,Approved,-2339,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,41,Connectivity,10,low_normal,POS mobile with interest,365243,-2308,-2038,-2038,-2033,1
1630059,405785,Consumer loans,4550.535,28300.5,22617,6750,28300.5,FRIDAY,10,Y,1,0.250327362,,,XAP,Approved,-2042,Cash through the bank,XAP,,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,41,Connectivity,6,high,POS mobile with interest,365243,-2005,-1855,-1855,-1851,0
1198506,207086,Consumer loans,5156.91,24475.5,22000.5,2475,24475.5,MONDAY,13,Y,1,0.110130539,,,XAP,Approved,-2782,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,41,Connectivity,5,low_normal,POS mobile with interest,365243,-2744,-2624,-2624,-2594,0
2284847,454600,Consumer loans,,27666,27666,0,27666,THURSDAY,16,Y,1,0,,,XAP,Unused offer,-357,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,30,Connectivity,,XNA,POS mobile with interest,,,,,,
2526335,240822,Consumer loans,6767.325,91755,33718.5,59625,91755,SATURDAY,10,Y,1,0.695678279,,,XAP,Approved,-2761,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,520,Consumer electronics,6,low_normal,POS household with interest,365243,-2730,-2580,-2580,-2557,1
2180622,271919,Consumer loans,8533.53,71955,71172,7195.5,71955,WEDNESDAY,18,Y,1,0.099997494,,,XAP,Approved,-2184,Cash through the bank,XAP,"Spouse, partner",New,Photo / Cinema Equipment,POS,XNA,Stone,225,Consumer electronics,12,high,POS household with interest,365243,-2153,-1823,-1853,-1844,0
2003921,370921,Consumer loans,8191.755,38434.5,30744,7690.5,38434.5,TUESDAY,10,Y,1,0.217920192,,,XAP,Approved,-1171,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,35,Connectivity,4,middle,POS mobile without interest,365243,-1125,-1035,-1035,-1026,0
2356080,179766,Consumer loans,13201.245,196740,196740,0,196740,WEDNESDAY,12,Y,1,0,,,XAP,Approved,-264,XNA,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,941,Furniture,18,low_normal,POS industry with interest,365243,-234,276,365243,365243,0
2356083,141771,Consumer loans,7781.985,71280,70425,7200,71280,WEDNESDAY,10,Y,1,0.101017128,,,XAP,Approved,-1330,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,1000,Connectivity,12,high,POS mobile with interest,365243,-1297,-967,-967,-961,0
1915792,403107,Consumer loans,2247.795,53959.5,48235.5,5724,53959.5,THURSDAY,19,Y,1,0.115530284,,,XAP,Approved,-2627,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Regional / Local,150,Consumer electronics,24,low_action,POS household without interest,365243,-2596,-1906,-1906,-1896,0
1231815,196567,Consumer loans,6369.255,69030,62127,6903,69030,SATURDAY,12,Y,1,0.108909091,,,XAP,Approved,-565,Cash through the bank,XAP,,Refreshed,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,12,middle,POS household with interest,365243,-534,-204,-414,-403,0
2635263,336697,Consumer loans,11198.25,81058.5,81058.5,0,81058.5,MONDAY,14,Y,1,0,,,XAP,Approved,-668,Cash through the bank,XAP,,Repeater,Construction Materials,POS,XNA,Stone,150,Construction,10,high,POS industry with interest,365243,-637,-367,-367,-361,0
1917253,308686,Consumer loans,,44583.975,44583.975,0,44583.975,WEDNESDAY,15,Y,1,0,,,XAP,Refused,-646,Cash through the bank,HC,,Repeater,Computers,XNA,XNA,Country-wide,30,Connectivity,,XNA,POS mobile with interest,,,,,,
1676862,294352,Consumer loans,22173.795,129060,116154,12906,129060,FRIDAY,14,Y,1,0.108909091,,,XAP,Approved,-1728,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,350,Furniture,6,middle,POS industry with interest,365243,-1690,-1540,-1540,-1537,0
1925028,203564,Revolving loans,,0,0,,,MONDAY,10,Y,1,,,,XAP,Refused,-36,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1000588,168814,Cash loans,31396.5,450000,450000,,450000,THURSDAY,4,Y,1,,,,XNA,Approved,-407,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,high,Cash X-Sell: high,365243,-377,313,365243,365243,0
2440540,357994,Cash loans,10267.155,225000,269550,,225000,TUESDAY,12,Y,1,,,,XNA,Refused,-228,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Regional / Local,774,Jewelry,36,low_normal,Cash X-Sell: low,,,,,,
1722543,437604,Consumer loans,5947.425,59481,53532,5949,59481,FRIDAY,11,Y,1,0.10892557,,,XAP,Refused,-2806,XNA,SCO,,Repeater,XNA,POS,XNA,Stone,179,Consumer electronics,10,low_normal,POS household without interest,,,,,,
1146853,333298,Consumer loans,4123.35,19782,18742.5,1980,19782,THURSDAY,16,Y,1,0.104060803,,,XAP,Approved,-1189,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,20,Connectivity,6,high,POS mobile with interest,365243,-1154,-1004,-1004,-997,0
1855907,336955,Consumer loans,21023.055,73791.45,73791,0.45,73791.45,WEDNESDAY,16,Y,1,6.64E-06,,,XAP,Approved,-2719,Cash through the bank,XAP,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Stone,68,Consumer electronics,4,high,POS household with interest,365243,-2685,-2595,-2595,-2589,0
