,SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
386,2559871,168867,0.0,35,-355.0,-370.0,10689.93,10689.93
387,1413592,193876,1.0,12,-1853.0,-1862.0,10332.18,10332.18
388,1294178,197498,0.0,17,-201.0,-208.0,2250.0,2250.0
389,2450349,114268,1.0,2,-2847.0,-2847.0,7455.51,7455.51
390,2178493,127079,1.0,9,-802.0,-800.0,16797.645,16781.805
391,2150419,148475,1.0,6,-326.0,-332.0,7128.135,7128.135
392,1430384,194400,0.0,30,-227.0,-227.0,2.52,2.52
393,2180748,157451,1.0,7,-477.0,-478.0,25416.135,25416.135
394,1229561,152479,1.0,8,-2767.0,-2767.0,9814.5,9814.5
395,1307918,131426,1.0,5,-373.0,-364.0,10481.04,10195.2
396,2755305,108771,0.0,45,-2008.0,-2008.0,577.89,577.89
397,1076286,178299,1.0,3,-355.0,-357.0,10629.72,10629.72
398,1045541,128106,1.0,18,-467.0,-498.0,10652.625,10652.625
399,2824301,171107,1.0,5,-2588.0,-2591.0,3980.115,3980.115
400,1899638,147311,1.0,2,-874.0,-873.0,18071.145,18071.145
401,1776444,125426,0.0,114,-268.0,-268.0,133.74,133.74
402,2473182,117942,1.0,1,-2220.0,-2230.0,2910.87,2910.87
403,2427987,174154,1.0,1,-2340.0,-2351.0,8076.24,8076.24
404,1776446,183428,0.0,73,-1304.0,-1304.0,3375.0,3375.0
405,1919123,177262,1.0,7,-2124.0,-2125.0,3390.345,3390.345
406,1396421,126425,1.0,10,-893.0,-907.0,28113.075,1475.325
407,1887529,155803,1.0,6,-2733.0,-2731.0,8518.86,8493.66
408,2142964,185934,1.0,4,-976.0,-991.0,19054.35,19054.35
409,1969332,102965,1.0,3,-94.0,-110.0,6196.95,6196.95
410,1562523,115553,0.0,59,-1118.0,-1130.0,7875.0,7875.0
411,1226769,148562,1.0,1,-2409.0,-2419.0,6926.805,6926.805
412,2057044,108921,0.0,8,-175.0,-183.0,6145.875,6145.875
413,1003606,188637,0.0,67,-1329.0,-1329.0,110.655,110.655
414,1283700,125328,1.0,7,-849.0,-843.0,25804.8,10350.0
415,1668792,131472,1.0,3,-1680.0,-1682.0,6899.805,6899.805
416,1306145,120731,1.0,1,-221.0,-225.0,17269.83,17269.83
417,1760589,129136,1.0,8,-412.0,-430.0,14325.48,14325.48
418,2105069,160499,0.0,48,-1950.0,-1950.0,1125.0,1125.0
419,1437162,100299,1.0,2,-2323.0,-2293.0,15737.985,0.045
420,2661025,161344,1.0,7,-873.0,-877.0,13174.695,13174.695
421,2043739,180857,1.0,11,-434.0,-439.0,11494.125,11494.125
422,1815604,198365,1.0,6,-119.0,-154.0,30208.365,30208.365
423,1160294,131729,1.0,5,-295.0,-312.0,45227.565,45227.565
424,1469312,158946,0.0,82,-575.0,-575.0,32.805,32.805
425,2396615,185697,1.0,15,-262.0,-271.0,8178.255,8178.255
426,2082594,110096,1.0,1,-2674.0,-2674.0,3953.61,3953.61
427,1276774,160888,0.0,21,-2369.0,-2349.0,6750.0,3375.0
428,2574984,133306,0.0,20,-2604.0,-2604.0,611.415,611.415
429,1285649,192755,0.0,27,-27.0,-37.0,2515.635,2515.635
430,1171515,122382,1.0,1,-515.0,-525.0,44698.68,44698.68
431,1209499,133315,1.0,18,-375.0,-378.0,6430.365,6430.365
432,2640883,128871,0.0,79,-510.0,-510.0,44.1,44.1
433,1687419,129998,0.0,78,-1900.0,-1905.0,4050.0,4050.0
434,1027471,179791,1.0,8,-11.0,-11.0,6667.605,6667.605
435,1562018,102401,0.0,68,-1272.0,-1275.0,4500.0,4500.0
436,1562018,102401,0.0,71,-1250.0,-1250.0,450.0,450.0
437,2307390,162675,3.0,2,-581.0,-592.0,3141.045,3141.045
438,2078079,127195,0.0,14,-1151.0,-1151.0,103.59,103.59
439,2778384,151594,0.0,37,-2430.0,-2430.0,249.03,249.03
440,2270862,145261,1.0,24,-219.0,-227.0,8999.46,8999.46
441,1880116,104181,0.0,34,-162.0,-162.0,509.985,509.985
442,1918950,199875,1.0,8,-328.0,-335.0,13420.08,13420.08
443,1509469,131846,1.0,5,-311.0,-322.0,1359.99,1359.99
444,1698249,137754,1.0,4,-2199.0,-2217.0,4759.785,4759.785
445,2528722,160308,0.0,21,-29.0,-29.0,99.27,99.27
446,1461771,144352,1.0,11,-547.0,-547.0,24092.775,24092.775
447,2056851,187120,1.0,7,-58.0,-63.0,8888.445,8888.445
448,1919778,167544,2.0,4,-1684.0,-1693.0,20631.465,20631.465
449,1382153,152185,1.0,10,-2735.0,-2758.0,5118.57,5118.57
450,2322999,107827,1.0,1,-863.0,-891.0,20865.15,20865.15
451,2714872,157134,1.0,1,-2511.0,-2530.0,2890.71,2890.71
452,1007502,144339,0.0,24,-2693.0,-2693.0,815.13,815.13
453,2070700,171670,0.0,30,-819.0,-819.0,814.815,814.815
454,1376802,104523,0.0,13,-387.0,-387.0,0.225,0.225
455,1368108,173035,1.0,4,-1288.0,-1310.0,3126.42,3126.42
456,2028618,153251,0.0,16,-279.0,-279.0,981.585,981.585
457,2517544,183540,2.0,15,-1274.0,-1281.0,90982.035,90982.035
458,2126371,110125,1.0,6,-153.0,-162.0,9279.405,9279.405
459,2388615,111650,3.0,6,-160.0,-161.0,10498.14,10498.14
460,2508527,151650,1.0,16,-2005.0,-2017.0,27882.765,27882.765
461,1711809,195712,0.0,114,-1369.0,-1369.0,183.015,183.015
462,1905740,167562,1.0,29,-1782.0,-1769.0,21770.64,21139.56
463,2588967,193145,1.0,6,-1388.0,-1387.0,4488.3,4488.3
464,1787560,111112,1.0,3,-593.0,-595.0,27813.825,27813.825
465,1640481,165572,1.0,2,-2107.0,-2147.0,4596.615,4596.615
466,2715870,161740,1.0,9,-468.0,-483.0,51818.94,51818.94
467,2040162,199228,1.0,1,-581.0,-588.0,14202.36,14202.36
468,1369281,107753,1.0,9,-1701.0,-1687.0,5626.71,5406.39
469,1881048,194322,1.0,4,-1246.0,-1260.0,13030.83,13030.83
470,1836015,130712,0.0,3,-430.0,-446.0,9337.14,4500.0
471,1128516,106688,1.0,9,-888.0,-898.0,17961.075,17961.075
472,1111284,180835,1.0,16,-2172.0,-2183.0,13524.885,13524.885
473,2588712,178792,0.0,10,-1268.0,-1268.0,2238.615,2238.615
474,1466275,111588,1.0,8,-559.0,-559.0,12301.965,12301.965
475,2157785,167732,1.0,4,-1897.0,-1899.0,14214.51,14214.51
476,2323485,186909,1.0,8,-1926.0,-1956.0,3716.055,3716.055
477,2174069,189814,1.0,6,-2782.0,-2782.0,17836.2,17836.2
478,1743162,100500,1.0,11,-609.0,-620.0,6213.78,6213.78
479,1811490,140217,2.0,3,-241.0,-267.0,45049.41,45049.41
480,2578286,100736,1.0,9,-1178.0,-1264.0,21231.135,21231.135
481,1446947,149093,1.0,9,-254.0,-265.0,17466.255,17466.255
482,1618822,129283,1.0,17,-861.0,-853.0,4460.355,4372.785
483,1693733,168754,1.0,18,-786.0,-785.0,31309.74,31309.74
484,2789095,151376,0.0,30,-796.0,-796.0,504.0,504.0
485,1464369,163675,0.0,73,-1112.0,-1112.0,491.31,491.31
486,2843090,102004,0.0,21,-2714.0,-2730.0,3375.0,3375.0
487,2552287,188005,1.0,5,-1579.0,-1597.0,6146.325,6093.45
488,1915047,199785,1.0,7,-165.0,-171.0,10310.715,10310.715
489,1027053,195783,1.0,1,-299.0,-329.0,25540.38,25540.38
490,1531613,102806,1.0,8,-1275.0,-1281.0,5252.535,5252.535
491,1087392,120864,1.0,1,-1144.0,-1150.0,15170.85,15170.85
492,2347952,143952,1.0,1,-2456.0,-2466.0,3745.89,3745.89
493,1057623,157294,1.0,9,-541.0,-571.0,3604.455,3604.455
494,1467668,125500,1.0,10,-336.0,-361.0,9831.015,9831.015
495,2231224,165772,1.0,15,-226.0,-226.0,52788.78,52788.78
496,2262993,188651,1.0,6,-1236.0,-1247.0,15848.28,15848.28
497,1137617,138284,1.0,5,-206.0,-212.0,5843.7,5843.7
498,2446539,187549,0.0,22,-1958.0,-1975.0,5625.0,5625.0
499,1243094,133229,0.0,22,-688.0,-688.0,81044.595,81044.595
